# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 12 08:37:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmassj,pl_eqt,st_spectype,st_teff,st_mass,st_lum
Kepler-1847 b,Kepler-1847,1,1,11.12969971,0.098900,2.745,0.02510,843,,6122.00,1.04,0.099
Kepler-1848 b,Kepler-1848,1,1,5.60402012,0.056300,1.409,0.00808,774,,4847.00,0.76,-0.513
Kepler-1849 b,Kepler-1849,1,1,57.29290009,0.259700,2.387,0.01980,355,,4806.00,0.71,-0.662
Kepler-185 b,Kepler-185,1,2,1.63290000,0.026000,1.170,0.00537,1237,,5208.00,0.81,-0.504
Kepler-185 c,Kepler-185,1,2,20.72904200,0.139000,2.020,0.01490,530,,5208.00,0.81,-0.504
Kepler-1850 b,Kepler-1850,1,1,1.38580000,0.020600,0.729,0.00098,1008,,4239.00,0.61,-0.810
Kepler-1851 b,Kepler-1851,1,1,12.02289963,0.101600,3.900,0.04550,776,,5982.00,0.97,0.060
Kepler-1852 b,Kepler-1852,1,1,7.97094011,0.076200,1.886,0.01330,760,,5237.00,0.93,-0.432
Kepler-1853 b,Kepler-1853,1,1,48.88819885,0.239500,1.519,0.00918,386,,4821.00,0.77,-0.562
Kepler-1854 b,Kepler-1854,1,1,39.83110046,0.211900,2.587,0.02270,420,,5026.00,0.80,-0.479
Kepler-1855 b,Kepler-1855,1,1,0.72733098,0.011500,1.216,0.00617,849,,3460.00,0.39,-1.295
Kepler-1856 b,Kepler-1856,1,1,1.30200005,0.021500,1.734,0.01150,1344,,4948.00,0.78,-0.331
Kepler-1857 b,Kepler-1857,1,1,8.94340992,0.080700,1.961,0.01420,946,,6074.00,0.87,0.205
Kepler-1858 b,Kepler-1858,1,1,88.07160187,0.357500,2.422,0.02030,330,,4939.00,0.79,-0.453
Kepler-1859 b,Kepler-1859,1,2,2.72959995,0.039400,1.583,0.00985,1455,,5887.00,1.09,0.154
Kepler-1859 c,Kepler-1859,1,2,3.59645081,0.047300,1.660,0.01070,1327,,5887.00,1.09,0.154
Kepler-186 b,Kepler-186,1,5,3.88679070,0.034300,1.070,0.00390,571,M1,3788.00,0.48,-1.385
Kepler-186 c,Kepler-186,1,5,7.26730200,0.045100,1.250,0.00660,464,M1,3788.00,0.48,-1.385
Kepler-186 d,Kepler-186,1,5,13.34299600,0.078100,1.400,0.00800,379,M1,3788.00,0.48,-1.385
Kepler-186 e,Kepler-186,1,5,22.40770400,0.110000,1.270,0.00678,319,M1,3788.00,0.48,-1.385
Kepler-186 f,Kepler-186,1,5,129.94410000,0.432000,1.170,0.00537,177,M1,3755.00,0.54,-1.260
Kepler-1860 b,Kepler-1860,1,1,12.73719978,0.102100,1.139,0.00487,697,,5420.00,0.87,-0.181
Kepler-1861 b,Kepler-1861,1,1,40.03060150,0.240800,2.207,0.01730,617,,5855.00,1.16,0.300
Kepler-1862 b,Kepler-1862,1,1,16.05730057,0.119900,2.203,0.01730,645,,5644.00,0.90,-0.215
Kepler-1863 b,Kepler-1863,1,1,44.99760056,0.255500,2.263,0.01810,508,,5871.00,1.10,0.410
Kepler-1864 b,Kepler-1864,1,1,3.88151002,0.048800,0.754,0.00111,1156,,5854.00,1.03,0.030
Kepler-1865 b,Kepler-1865,1,1,2.52400994,0.034400,1.577,0.00979,1203,,5420.00,0.85,-0.329
Kepler-1866 b,Kepler-1866,1,1,11.66009998,0.101600,2.082,0.01570,834,,5791.00,1.03,0.144
Kepler-1867 b,Kepler-1867,1,1,9.88735962,0.087200,1.160,0.00520,768,,5693.00,0.91,0.219
Kepler-1868 b,Kepler-1868,1,1,211.03399660,0.626600,3.150,0.03170,215,,4658.00,0.74,-0.662
Kepler-1869 b,Kepler-1869,1,2,8.16736031,0.079100,1.120,0.00458,865,,5808.00,0.99,-0.050
Kepler-1869 c,Kepler-1869,1,2,1.71682830,0.028000,0.740,0.00104,1455,,5808.00,0.99,-0.050
Kepler-187 b,Kepler-187,1,2,4.93886400,0.059000,1.410,0.00809,1244,,6105.00,1.11,0.493
Kepler-187 c,Kepler-187,1,2,10.64026300,0.099000,2.670,0.02390,963,,6105.00,1.11,0.493
Kepler-1870 b,Kepler-1870,1,1,3.60694003,0.045300,2.101,0.01590,1046,,5508.00,0.96,-0.226
Kepler-1871 b,Kepler-1871,1,1,1.95270002,0.030800,2.422,0.02030,1403,,5741.00,1.02,0.003
Kepler-1872 b,Kepler-1872,1,1,3.82591009,0.046500,2.384,0.01970,1005,,5223.00,0.91,-0.506
Kepler-1873 b,Kepler-1873,1,1,0.55884200,0.012800,1.626,0.01030,1787,,5151.00,0.90,-0.410
Kepler-1874 b,Kepler-1874,1,1,56.57320023,0.263300,2.211,0.01740,356,,4701.00,0.76,-0.577
Kepler-1875 b,Kepler-1875,1,1,34.45859909,0.203900,3.227,0.03300,559,,6161.00,0.95,0.407
Kepler-1876 b,Kepler-1876,1,1,6.99205000,0.075800,0.853,0.00755,1299,,6104.00,1.19,0.429
Kepler-1877 b,Kepler-1877,1,1,2.37756991,0.035100,0.624,0.00056,1278,,5615.00,1.02,-0.077
Kepler-1878 b,Kepler-1878,1,1,4.44587994,0.052100,2.920,0.02790,1063,,5918.00,0.96,0.187
Kepler-1879 b,Kepler-1879,1,1,10.61340046,0.095300,2.065,0.01550,987,,5865.00,1.02,0.384
Kepler-188 b,Kepler-188,1,2,2.06189700,0.032000,1.680,0.01090,1463,,6021.00,0.98,0.034
Kepler-188 c,Kepler-188,1,2,5.99655300,0.066000,3.190,0.03240,1025,,6021.00,0.98,0.034
Kepler-1880 b,Kepler-1880,1,1,6.30921984,0.054000,2.117,0.01610,606,,4380.00,0.52,-0.762
Kepler-1881 b,Kepler-1881,1,1,159.39399720,0.536800,2.981,0.02890,289,,5135.00,0.81,-0.307
Kepler-1882 b,Kepler-1882,1,1,13.78730011,0.115100,1.487,0.00886,894,,5691.00,1.07,0.237
Kepler-1883 b,Kepler-1883,1,1,103.42700200,0.443800,3.251,0.03340,416,,6208.00,1.09,-0.016
Kepler-1884 b,Kepler-1884,1,1,8.98832035,0.084500,1.814,0.01240,864,,5984.00,0.99,0.277
Kepler-1885 b,Kepler-1885,1,1,2.52255988,0.036000,1.511,0.00910,1205,,5591.00,0.98,-0.176
Kepler-1886 b,Kepler-1886,1,1,24.27580070,0.160000,2.582,0.02260,580,,5745.00,0.93,-0.161
Kepler-1887 b,Kepler-1887,1,1,19.94750023,0.142100,2.925,0.02790,625,,5749.00,0.96,-0.190
Kepler-1888 b,Kepler-1888,1,1,11.39169979,0.095600,1.326,0.00729,886,,5557.00,0.90,0.374
Kepler-1889 b,Kepler-1889,1,1,37.30369949,0.208200,2.944,0.02820,493,,5646.00,0.86,0.220
Kepler-189 b,Kepler-189,1,2,10.39993100,0.088000,1.210,0.00606,678,,5235.00,0.79,-0.448
Kepler-189 c,Kepler-189,1,2,20.13486600,0.137000,2.380,0.07100,544,,5235.00,0.79,-0.448
Kepler-1890 b,Kepler-1890,1,1,4.82059002,0.056300,0.869,0.00185,1328,,6046.00,1.02,0.267
Kepler-1891 b,Kepler-1891,1,1,4.02229023,0.047300,1.521,0.00921,1017,,5516.00,0.87,-0.231
Kepler-1892 b,Kepler-1892,1,1,6.33123016,0.063300,1.837,0.01270,822,,5383.00,0.85,-0.301
Kepler-1893 b,Kepler-1893,1,1,4.17936993,0.050400,1.706,0.01120,1194,,5633.00,0.97,0.160
Kepler-1894 b,Kepler-1894,1,2,2.76266003,0.038500,1.201,0.00590,1231,,5772.00,1.00,-0.270
Kepler-1894 c,Kepler-1894,1,2,5.05368985,0.057600,1.210,0.00606,1007,,5772.00,1.00,-0.270
Kepler-1895 b,Kepler-1895,1,1,6.07029009,0.061500,2.119,0.01620,789,,5076.00,0.86,-0.230
Kepler-1896 b,Kepler-1896,1,1,44.87020111,0.252900,3.099,0.03080,536,,6122.00,1.07,0.174
Kepler-1897 b,Kepler-1897,1,1,24.22030067,0.154600,2.814,0.02620,505,,5165.00,0.86,-0.390
Kepler-1898 b,Kepler-1898,1,1,4.76562023,0.052200,0.934,0.00239,1167,,5702.00,0.84,-0.235
Kepler-1899 b,Kepler-1899,1,1,4.09577990,0.045700,1.551,0.00952,851,,4791.00,0.76,-0.672
Kepler-19 b,Kepler-19,1,3,9.28699000,0.084600,2.209,0.01919,851,,5541.00,0.94,-0.161
Kepler-19 c,Kepler-19,1,3,28.73100000,,3.680,0.04122,,,5544.00,0.94,-0.183
Kepler-19 d,Kepler-19,1,3,62.95000000,,5.060,0.07079,,,5544.00,0.94,-0.183
Kepler-190 b,Kepler-190,1,2,2.01999900,0.030000,1.560,0.00961,1166,,5106.00,0.86,-0.441
Kepler-190 c,Kepler-190,1,2,3.76302400,0.045000,1.460,0.00859,948,,5106.00,0.86,-0.441
Kepler-1900 b,Kepler-1900,1,1,2.98622990,0.042000,1.623,0.01030,1356,,6173.00,1.10,0.220
Kepler-1901 b,Kepler-1901,1,1,3.48412991,0.045300,1.474,0.00873,1132,,5696.00,1.02,-0.003
Kepler-1902 b,Kepler-1902,1,1,3.82222009,0.038500,1.176,0.00546,601,,3729.00,0.52,-1.117
Kepler-1903 b,Kepler-1903,1,1,17.06789970,0.132100,2.286,0.01840,769,,6347.00,1.05,0.292
Kepler-1904 b,Kepler-1904,1,1,4.57702017,0.043600,1.390,0.00791,567,,3805.00,0.53,-1.298
Kepler-1905 b,Kepler-1905,1,1,3.42392993,0.045100,1.446,0.00845,1212,,5788.00,1.04,-0.025
Kepler-1906 b,Kepler-1906,1,1,7.36268997,0.073800,2.776,0.02560,901,,5868.00,0.99,0.242
Kepler-1907 b,Kepler-1907,1,2,5.65245009,0.056500,0.870,0.00185,856,,5159.00,0.75,-0.625
Kepler-1907 c,Kepler-1907,1,2,14.86390018,0.107600,1.155,0.00513,620,,5159.00,0.75,-0.625
Kepler-1909 b,Kepler-1909,1,1,2.39160991,0.030600,1.092,0.00419,1031,,4935.00,0.66,-0.576
Kepler-191 b,Kepler-191,1,3,9.93963200,0.087000,1.340,0.00742,722,,5282.00,0.81,-0.414
Kepler-191 c,Kepler-191,1,3,17.73850600,0.128000,1.860,0.01300,596,,5282.00,0.81,-0.414
Kepler-191 d,Kepler-191,1,3,5.94504102,0.059900,2.280,0.01830,857,,5215.00,0.84,-0.414
Kepler-1910 b,Kepler-1910,1,1,5.68876982,0.053600,1.184,0.00560,645,,4234.00,0.64,-0.927
Kepler-1911 b,Kepler-1911,1,1,5.99079990,0.063600,1.011,0.00318,987,,5721.00,0.95,-0.078
Kepler-1912 b,Kepler-1912,1,1,6.05921984,0.064600,1.357,0.00758,976,,5734.00,0.98,-0.049
Kepler-1913 b,Kepler-1913,1,1,14.19600010,0.120900,1.519,0.00918,818,,6214.00,1.17,-0.055
Kepler-1914 b,Kepler-1914,1,1,30.82789993,0.195400,2.943,0.02820,585,,5982.00,1.05,0.077
Kepler-1915 b,Kepler-1915,1,1,13.83539963,0.114000,3.218,0.03290,809,,6020.00,1.03,0.061
Kepler-1916 b,Kepler-1916,1,1,31.25429916,0.205300,2.618,0.02310,635,,6246.00,1.18,0.214
Kepler-1917 b,Kepler-1917,1,1,12.90240002,0.103000,1.890,0.01330,675,,5530.00,0.88,-0.296
Kepler-1918 b,Kepler-1918,1,1,47.05640030,0.252400,2.298,0.01850,497,,5889.00,0.97,-0.308
Kepler-1919 b,Kepler-1919,1,1,37.88660049,0.210700,2.624,0.02320,479,,5513.00,0.87,-0.274
Kepler-192 b,Kepler-192,1,3,9.92674600,0.090000,2.740,0.02500,803,,5479.00,0.94,-0.094
Kepler-192 c,Kepler-192,1,3,21.22340000,0.150000,2.790,0.02580,623,,5479.00,0.94,-0.094
Kepler-192 d,Kepler-192,1,3,6.47027579,0.066800,1.020,0.00328,926,,5487.00,0.94,-0.094
Kepler-1920 b,Kepler-1920,1,1,30.25410080,0.204300,2.954,0.02840,660,,6277.00,1.24,0.100
Kepler-1921 b,Kepler-1921,1,2,20.03479958,0.155700,2.895,0.02740,967,,6120.00,1.25,0.806
Kepler-1921 c,Kepler-1921,1,2,3.15722086,0.045400,1.410,0.00809,1791,,6120.00,1.25,0.806
Kepler-1922 b,Kepler-1922,1,1,13.22259998,0.107700,2.291,0.01840,740,,5931.00,0.95,0.152
Kepler-1923 b,Kepler-1923,1,1,52.60969925,0.284600,1.960,0.01420,553,,5881.00,1.11,0.257
Kepler-1924 b,Kepler-1924,1,1,15.33170033,0.121600,2.654,0.02370,821,,5726.00,1.02,0.452
Kepler-1925 b,Kepler-1925,1,1,46.71640015,0.258800,3.002,0.02920,531,,5856.00,1.06,0.365
Kepler-1926 b,Kepler-1926,1,1,42.87770081,0.219700,2.315,0.01880,451,,5256.00,0.77,-0.647
Kepler-1927 b,Kepler-1927,1,1,73.75039673,0.385900,3.406,0.03620,677,,6056.00,1.41,0.774
Kepler-1928 b,Kepler-1928,1,1,19.57783000,0.194000,1.992,0.01460,621,,5720.00,1.01,-0.092
Kepler-1929 b,Kepler-1929,1,1,59.36249924,0.298700,3.073,0.03040,566,,5786.00,1.01,0.593
Kepler-193 b,Kepler-193,1,2,11.38848000,0.106000,2.390,0.01980,979,,6335.00,1.14,0.100
Kepler-193 c,Kepler-193,1,2,50.69749400,0.286000,2.750,0.02520,595,,6335.00,1.14,0.100
Kepler-1930 b,Kepler-1930,1,1,13.02680016,0.102500,1.530,0.00929,643,,5083.00,0.84,-0.505
Kepler-1931 b,Kepler-1931,1,1,38.57609940,0.235600,2.653,0.02370,619,,6167.00,1.17,0.474
Kepler-1932 b,Kepler-1932,1,1,0.52417702,0.012300,1.515,0.00914,1891,,5278.00,0.91,-0.352
Kepler-1933 b,Kepler-1933,1,1,4.94329023,0.056100,1.180,0.00553,1058,,5661.00,0.96,-0.116
Kepler-1934 b,Kepler-1934,1,1,1.41975999,0.024500,0.913,0.00221,1700,,5925.00,0.97,0.108
Kepler-1935 b,Kepler-1935,1,1,3.95140004,0.046300,2.503,0.02140,1083,,5570.00,0.85,0.164
Kepler-1936 b,Kepler-1936,1,1,126.55699920,0.554800,3.166,0.03200,524,,6501.00,1.42,0.456
Kepler-1937 b,Kepler-1937,1,1,9.68859959,0.094300,3.023,0.02950,1014,,6457.00,1.19,0.209
Kepler-1938 b,Kepler-1938,1,1,13.06260014,0.093800,1.828,0.01260,527,,4522.00,0.65,-0.650
Kepler-1939 b,Kepler-1939,1,1,2.79065990,0.033400,1.165,0.00528,816,,4353.00,0.65,-0.808
Kepler-194 b,Kepler-194,1,3,2.09228100,0.032000,1.510,0.00909,1648,,6089.00,1.09,0.043
Kepler-194 c,Kepler-194,1,3,17.30803200,0.131000,2.590,0.02270,815,,6089.00,1.09,0.043
Kepler-194 d,Kepler-194,1,3,52.81497300,0.275000,2.400,0.02000,562,,6089.00,1.09,0.043
Kepler-1940 b,Kepler-1940,1,1,4.95061016,0.052500,1.547,0.00948,885,,5431.00,0.80,-0.377
Kepler-1941 b,Kepler-1941,1,1,31.33510017,0.205400,2.650,0.02360,666,,6404.00,1.18,0.436
Kepler-1942 b,Kepler-1942,1,1,4.62604999,0.051600,2.117,0.01610,1012,,5834.00,0.85,-0.075
Kepler-1943 b,Kepler-1943,1,1,4.85018015,0.057100,1.549,0.00949,1098,,6032.00,1.06,0.445
Kepler-1944 b,Kepler-1944,1,1,9.84257984,0.091800,2.760,0.02530,801,,5585.00,1.06,-0.083
Kepler-1945 b,Kepler-1945,1,1,6.08003998,0.059700,1.289,0.00695,808,,4991.00,0.77,-0.441
Kepler-1946 b,Kepler-1946,1,1,3.03519011,0.039400,2.488,0.02120,1143,,5505.00,0.89,-0.279
Kepler-1947 b,Kepler-1947,1,1,6.96363020,0.071100,1.010,0.00317,1298,,6040.00,0.98,0.111
Kepler-1948 b,Kepler-1948,1,1,15.57129955,0.102200,1.033,0.00343,399,,3872.00,0.59,-0.862
Kepler-1949 b,Kepler-1949,1,1,2.20828009,0.035200,2.220,0.01750,1709,,6028.00,1.19,0.713
Kepler-195 b,Kepler-195,1,2,8.30787200,0.077000,2.030,0.01500,751,,5329.00,0.84,-0.367
Kepler-195 c,Kepler-195,1,2,34.09686300,0.197000,1.550,0.00951,469,,5329.00,0.84,-0.367
Kepler-1950 b,Kepler-1950,1,1,10.77690029,0.087100,1.527,0.00927,752,,5455.00,0.76,-0.223
Kepler-1951 b,Kepler-1951,1,1,20.65780067,0.143500,2.321,0.01890,728,,5468.00,0.92,0.501
Kepler-1952 b,Kepler-1952,1,1,27.21080017,0.172400,1.239,0.00650,725,,5973.00,0.92,0.291
Kepler-1953 b,Kepler-1953,1,1,6.24565983,0.060700,1.286,0.00692,731,,4858.00,0.79,-0.630
Kepler-1954 b,Kepler-1954,1,1,5.88343000,0.062500,1.802,0.01230,949,,5840.00,0.94,0.045
Kepler-1955 b,Kepler-1955,1,1,14.26519966,0.117000,1.167,0.00531,853,,5825.00,1.05,0.230
Kepler-1956 b,Kepler-1956,1,1,5.94371986,0.056300,1.089,0.00416,674,,4391.00,0.67,-1.045
Kepler-1957 b,Kepler-1957,1,1,2.18662000,0.029900,0.944,0.00248,1099,,4904.00,0.74,-0.601
Kepler-1958 b,Kepler-1958,1,1,9.32861996,0.085600,2.051,0.01530,806,,5749.00,0.96,-0.001
Kepler-1959 b,Kepler-1959,1,1,6.38669014,0.061700,1.143,0.00494,811,,5071.00,0.77,-0.474
Kepler-196 b,Kepler-196,1,3,20.73988600,0.138000,1.900,0.01340,536,,5128.00,0.85,-0.393
Kepler-196 c,Kepler-196,1,3,47.42773700,0.240000,2.240,0.01780,407,,5128.00,0.85,-0.393
Kepler-196 d,Kepler-196,1,3,122.08000180,0.448400,2.661,0.02380,297,,5132.00,0.81,-0.393
Kepler-1960 b,Kepler-1960,1,1,2.29794002,0.035400,1.307,0.00712,1547,,6371.00,1.12,0.271
Kepler-1961 b,Kepler-1961,1,1,5.60471010,0.058800,1.619,0.01020,866,,5401.00,0.87,-0.276
Kepler-1962 b,Kepler-1962,1,1,7.99145985,0.078300,1.215,0.00614,901,,5700.00,1.00,-0.122
Kepler-1963 b,Kepler-1963,1,1,1.96226001,0.029800,0.744,0.00106,1448,,5726.00,0.92,-0.259
Kepler-1964 b,Kepler-1964,1,1,2.44082999,0.032200,1.781,0.01200,986,,4803.00,0.75,-0.631
Kepler-1965 b,Kepler-1965,1,1,41.86869812,0.230100,1.354,0.00756,492,,5852.00,0.93,-0.076
Kepler-1966 b,Kepler-1966,1,1,8.61742973,0.076300,1.105,0.00437,733,,5009.00,0.80,-0.567
Kepler-1967 b,Kepler-1967,1,1,7.28169012,0.073500,0.730,0.00099,1086,,4970.00,1.00,-0.567
Kepler-1968 b,Kepler-1968,1,1,7.28109980,0.069600,1.500,0.00899,744,,5008.00,0.84,-0.650
Kepler-1969 b,Kepler-1969,1,1,6.64752007,0.071700,1.682,0.01090,999,,6046.00,1.11,-0.181
Kepler-197 b,Kepler-197,2,4,5.59930800,0.060000,1.020,0.00328,1142,,6004.00,0.86,0.222
Kepler-197 c,Kepler-197,2,4,10.34969500,0.090000,1.230,0.01700,930,,6004.00,0.86,0.222
Kepler-197 d,Kepler-197,2,4,15.67756300,0.119000,1.220,0.00624,810,,6004.00,0.86,0.222
Kepler-197 e,Kepler-197,2,4,25.20971500,0.164000,0.910,0.00218,691,,6004.00,0.86,0.222
Kepler-1972 b,Kepler-1972,1,2,7.54425000,0.076300,0.802,0.00636,1084,,5818.00,1.12,0.294
Kepler-1972 c,Kepler-1972,1,2,11.32950000,0.104100,0.868,0.00664,1215,,5818.00,1.12,0.294
Kepler-1976 b,Kepler-1976,1,1,4.95931924,0.056500,12.210,,1103,,5712.00,0.98,0.041
Kepler-1977 b,Kepler-1977,1,1,4.53702121,0.048600,1.660,0.01070,798,,4805.00,0.77,-0.694
Kepler-1978 b,Kepler-1978,1,1,10.84969477,0.091400,2.670,0.02390,676,,5251.00,0.87,-0.298
Kepler-1979 b,Kepler-1979,1,1,18.50845260,0.138300,29.330,250.00000,683,,5942.00,1.03,-0.094
Kepler-198 b,Kepler-198,1,3,17.79003700,0.131000,2.820,0.02630,655,,5574.00,0.97,-0.109
Kepler-198 c,Kepler-198,1,3,49.56741600,0.259000,2.470,0.02100,465,,5574.00,0.97,-0.109
Kepler-198 d,Kepler-198,1,3,1.31184443,0.022900,1.530,0.00930,1562,,5636.00,0.97,-0.109
Kepler-1980 b,Kepler-1980,1,1,33.02571790,0.204900,2.210,0.01740,564,,5819.00,1.05,0.224
Kepler-1981 b,Kepler-1981,1,1,453.54212000,1.329200,9.230,0.19700,390,,5874.00,1.52,0.244
Kepler-1982 b,Kepler-1982,1,1,3.82315697,0.051100,0.770,0.00120,1282,,6202.00,1.21,0.371
Kepler-1983 b,Kepler-1983,1,1,7.32851947,0.068900,2.330,0.01900,807,,5135.00,0.81,-0.481
Kepler-1984 b,Kepler-1984,1,1,1.99281234,0.023800,6.810,0.11700,675,,3638.00,0.45,-1.550
Kepler-1985 b,Kepler-1985,1,1,3.42064689,0.042600,2.270,0.01820,1129,,5370.00,0.88,-0.155
Kepler-1986 b,Kepler-1986,1,1,19.54896660,0.130700,1.890,0.01330,579,,5549.00,0.78,-0.411
Kepler-1987 b,Kepler-1987,1,4,2.34586300,0.031800,1.230,0.00642,997,,4769.00,0.80,-0.616
Kepler-1987 c,Kepler-1987,1,4,3.64830183,0.042700,1.330,0.00733,860,,4769.00,0.80,-0.616
Kepler-1987 d,Kepler-1987,1,4,5.64491415,0.057100,2.660,0.02380,744,,4769.00,0.80,-0.616
Kepler-1987 e,Kepler-1987,1,4,8.74292005,0.076500,1.920,0.01370,643,,4769.00,0.80,-0.616
Kepler-1988 b,Kepler-1988,1,1,11.49500229,0.103800,1.530,0.00930,1105,,6033.00,1.13,0.582
Kepler-1989 b,Kepler-1989,1,1,10.16102353,0.091800,4.620,0.06070,904,,6032.00,1.00,0.279
Kepler-199 b,Kepler-199,1,2,23.63760400,0.158000,3.110,0.03100,595,,5644.00,0.96,-0.097
Kepler-199 c,Kepler-199,1,2,67.09340800,0.316000,3.250,0.03340,420,,5644.00,0.96,-0.097
Kepler-1990 b,Kepler-1990,1,2,1.73513619,0.028600,3.270,0.03380,1554,,5751.00,1.03,0.117
Kepler-1990 c,Kepler-1990,1,2,4.06844957,0.050400,0.980,0.00284,1170,,5751.00,1.03,0.117
Kepler-1991 b,Kepler-1991,1,2,13.26079792,0.106500,1.470,0.00869,760,,5478.00,0.91,-0.108
Kepler-1991 c,Kepler-1991,1,2,22.79020351,0.152800,2.570,0.02240,634,,5478.00,0.91,-0.108
Kepler-1992 b,Kepler-1992,1,1,15.61122380,0.116900,0.910,0.00218,637,,5383.00,0.87,-0.009
Kepler-1993 b,Kepler-1993,1,1,26.65657370,0.194300,4.150,0.05060,903,,5159.00,1.37,0.778
Kepler-1994 b,Kepler-1994,1,1,4.61225043,0.053000,0.510,0.00027,1032,,5495.00,0.93,-0.042
Kepler-1995 b,Kepler-1995,1,1,73.75788750,0.325900,4.280,0.05330,375,,5029.00,0.85,-0.556
Kepler-1996 b,Kepler-1996,1,2,32.37618300,0.178900,2.260,0.01800,392,,4580.00,0.75,-0.657
Kepler-1996 c,Kepler-1996,1,2,92.72972480,0.360800,2.810,0.02610,276,,4580.00,0.75,-0.657
Kepler-1997 b,Kepler-1997,1,1,26.75758660,0.181500,2.280,0.01830,660,,6215.00,1.11,0.132
Kepler-1998 b,Kepler-1998,1,1,3.03267135,0.040500,0.600,0.00049,1187,,5640.00,0.96,-0.066
Kepler-1999 b,Kepler-1999,1,1,8.73967580,0.071300,3.290,0.03410,577,,4406.00,0.63,-0.773
Kepler-20 b,Kepler-20,2,6,3.69610490,0.045650,1.773,0.03052,1187,,5495.00,0.93,-0.165
Kepler-20 c,Kepler-20,2,6,10.85407740,0.093600,2.894,0.03492,828,,5495.00,0.93,-0.165
Kepler-20 d,Kepler-20,2,6,77.61145500,0.347400,2.606,0.04216,430,,5495.00,0.93,-0.165
Kepler-20 e,Kepler-20,2,6,6.09848820,0.063700,0.821,0.00239,1004,,5495.00,0.93,-0.165
Kepler-20 f,Kepler-20,2,6,19.57832800,0.138700,0.952,0.00440,681,,5495.00,0.93,-0.165
Kepler-20 g,Kepler-20,2,6,34.94000000,0.205500,4.710,0.06280,524,,5495.00,0.95,-0.189
Kepler-200 b,Kepler-200,1,2,8.59480500,0.080000,2.130,0.01630,854,,5678.00,0.98,0.008
Kepler-200 c,Kepler-200,1,2,10.22215700,0.090000,1.590,0.00993,806,,5678.00,0.98,0.008
Kepler-2000 b,Kepler-2000,1,2,6.38315913,0.056200,2.730,0.02490,530,,3757.00,0.58,-1.053
Kepler-2000 c,Kepler-2000,1,2,20.61803480,0.122800,1.570,0.00972,359,,3757.00,0.58,-1.053
Kepler-2001 b,Kepler-2001,1,2,1.09001100,0.019700,1.040,0.00352,1402,,5081.00,0.86,-0.546
Kepler-2001 c,Kepler-2001,1,2,14.09258319,0.108400,1.820,0.01250,597,,5081.00,0.86,-0.546
Kepler-201 b,Kepler-201,1,2,25.67208300,0.175000,2.460,0.02080,683,,6065.00,1.18,0.348
Kepler-201 c,Kepler-201,1,2,151.88405800,0.573000,2.850,0.02670,378,,6065.00,1.18,0.348
Kepler-202 b,Kepler-202,1,2,4.06942700,0.045000,1.630,0.01040,802,,4668.00,0.68,-0.638
Kepler-202 c,Kepler-202,1,2,16.28249300,0.113000,1.850,0.01280,505,,4668.00,0.68,-0.638
Kepler-203 b,Kepler-203,1,3,3.16269700,0.043000,2.570,0.02240,1308,,5821.00,1.00,0.094
Kepler-203 c,Kepler-203,1,3,5.37064700,0.061000,2.470,2.36000,1096,,5821.00,1.00,0.094
Kepler-203 d,Kepler-203,1,3,11.32972000,0.100000,1.440,0.10700,855,,5821.00,1.00,0.094
Kepler-204 b,Kepler-204,1,2,14.40097400,0.117000,2.530,0.02180,828,,5812.00,1.03,0.030
Kepler-204 c,Kepler-204,1,2,25.66059300,0.173000,1.790,0.01210,683,,5812.00,1.03,0.030
Kepler-205 b,Kepler-205,1,2,2.75564000,0.032000,1.510,0.00909,757,M1 V,4321.00,0.59,-0.956
Kepler-205 c,Kepler-205,1,2,20.30654600,0.122000,1.640,0.01050,389,M1 V,4321.00,0.59,-0.956
Kepler-206 b,Kepler-206,1,3,7.78198700,0.078000,1.200,0.00588,983,,5764.00,1.05,0.084
Kepler-206 c,Kepler-206,1,3,13.13747100,0.111000,1.770,0.01190,825,,5764.00,1.05,0.084
Kepler-206 d,Kepler-206,1,3,23.44281000,0.163000,1.190,0.00570,681,,5764.00,1.05,0.084
Kepler-207 b,Kepler-207,1,3,1.61186500,0.029000,1.570,0.00972,1930,,5920.00,1.04,0.534
Kepler-207 c,Kepler-207,1,3,3.07157100,0.044000,1.500,0.00899,1556,,5920.00,1.04,0.534
Kepler-207 d,Kepler-207,1,3,5.86807500,0.068000,3.310,0.03450,1254,,5920.00,1.04,0.534
